age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,ext_0,ext_1,ext_2,ext_3,ext_4,ext_5,ext_6,ext_7,ext_8,ext_9,ext_10,ext_11,ext_12,ext_13,ext_14,ext_15,ext_16,ext_17,ext_18,ext_19,ext_20,ext_21,ext_22,ext_23,ext_24,ext_25,ext_26,ext_27,ext_28,ext_29,ext_30,ext_31,ext_32,ext_33,ext_34,ext_35,ext_36,ext_37,ext_38,ext_39,ext_40,ext_41,ext_42,ext_43,ext_44,ext_45,ext_46,ext_47,ext_48,ext_49,ext_50,ext_51,ext_52,ext_53,ext_54,ext_55,ext_56,ext_57,ext_58,ext_59,ext_60,ext_61,ext_62,ext_63,ext_64,ext_65,ext_66,ext_67,ext_68,ext_69,ext_70,ext_71,ext_72,ext_73,ext_74,ext_75,ext_76,ext_77,ext_78,ext_79,ext_80,ext_81,ext_82,ext_83,ext_84
58,ISOGD,85,6V979,72,HX6NE,FYUCK,3DD91,GG1NE,ZOMEE,98,25,75,JDMV3,>50K,O30TH,ZFKOS,YN1DJ,A50WC,TELH1,2MVD2,N9IBF,8TQM2,KXOTR,7BW2G,G93SS,XRTO3,ORIJM,X663X,C5ZAE,UGNX9,PXKCO,F04GT,8LK3Q,9FU35,A2UQC,M2QUQ,1RPA2,N92HT,E5H5H,N629V,PY6D2,8HUPS,RCMQ2,SQ9PD,CEQYG,CMBJX,ML7NX,6HDZP,W4ENK,J59V0,C5ACH,HDMBN,W7WW0,WX70D,G2FUW,MNR9N,NUP3X,1QHOS,UYIZJ,YQMHC,NRZI8,XE94E,37ZS9,5WZNS,1DI5I,CNU35,BK0DO,KNHO1,CPCSV,8AMAT,04JGH,7B4NX,OOOCT,L8N2C,291V6,8W392,0NFKR,5GXOM,ZL6RP,D11PM,3RVA8,L8BLV,DWGXP,NJZN2,DBX8T,4OBCT,JR0P0,S7RRM,MEOX1,URBDD,33C9Q,VNXOG,K9ZEI,HHHAQ,WVTLJ,TAW74,S7X7T,WTSB2,YHZNS
58,CV0YM,14,0TXZZ,82,SDQX4,FNCRC,MZ55S,LZ7VU,P979C,87,45,58,EB752,<=50K,CNW16,D3XFO,D98B1,JYIQH,NUAZ9,3UPX7,JX1TG,TD388,UOE48,VJOWC,NMNEY,XD7P8,KQUW3,D3522,6Q46Q,6YYXP,AOMEP,S2LZI,6JULS,VAA22,P40UA,62B8K,BS6EW,8E9ZL,Q6OO6,NEKIW,LLN8S,4D0S2,BADE6,EQMK3,5CNDP,WF47C,EFVLV,4EIVX,TK5FE,KUN17,ZAYZB,PZY6D,70HNV,T2K3T,FLY9R,MFRB4,4CP0I,ZVXPV,NWGO7,TUFNU,ZF1UX,HCJ2X,N3CF6,E98Q3,F3OMA,ZKZPX,OY3QL,9GCDK,JKVW1,JJIB1,AAAAF,A51FQ,WEEBS,KP2M0,ABJ1Y,4ZE70,HEZ79,C28H5,G9WUT,D11PM,93SQA,UXUMO,LNOBS,7AFFT,NDD99,BOXEX,544QN,XI6RE,KY2A1,RFUAB,25E6L,3O1RT,4XNNW,MW7F5,M5TG4,BM73D,9KOY0,QNHJY,MIGWE
12,AIN7M,73,L1TMJ,42,0MIJG,JVGNH,PV79T,38G3Z,G20EO,5,83,59,BHBRA,>50K,WNWC7,IB008,ZOH34,6W69E,IB302,2MVD2,Z776G,ZUNR1,0U4RU,KBVTN,NMNEY,ZPK9F,C7K1J,X663X,DSK9K,PC7IV,Q3L96,FF1ZJ,4PD1S,V5OKP,P0T03,NF0FD,CGLHE,IR8Q9,J5G7Y,N629V,YIESQ,ZYVEN,SQMA4,1P71W,9CPOF,F0217,AQ4ZY,HUEYP,HYAE8,5PJJD,QOMEI,72VPA,I1HPF,283JX,P7ATS,2YA20,A3NNV,T529I,X47SV,KXUDH,8XWC3,64Q8N,CPV2E,UUTVJ,X6PO5,H1HG6,BKUEH,CD5DE,SCJKV,DN2BG,F491W,543WW,T3NH0,ALSLL,4HYI6,16Z8B,GBYBT,DKST6,BWF7T,6JX0U,CDLE9,HLIEC,R1RH9,M8MPL,0IVMG,20SBG,QR20K,S7PEE,VKNI3,HINHJ,RO6GC,8O1C6,7UH77,C22XP,97H83,8UV2U,33GXA,OPKWE,0GF9A
78,NPPIO,94,EMNAL,76,XDZT2,35Q1N,6691G,8RYVM,FIYI5,62,56,28,52LGM,<=50K,KZMFV,76CUL,QF9Z0,79VVR,6KTEF,TIMR5,XXXZT,DATFY,0U4RU,SVH9I,L9M3W,BV8EX,YO93I,S6DYD,64AXL,ZIMZK,1FGVK,YJJHX,AN2U1,FLRY3,W8N9O,930I9,AEC5K,IR8Q9,MQW1G,8M9DM,K6SGV,6LSIX,7220S,7TR33,0SXPZ,A8XQS,R9D8X,ISEBB,W6GCX,GYDQQ,8NASJ,OVR7D,RYUAA,LIJ5M,HBGSO,I16LQ,9LJ8S,5I6IQ,RU1DE,EHSVL,4GZ82,S7W1V,BFG5I,8HRQD,HKQDW,ZN01H,IC86J,VKX37,N4O1B,MEUD1,K0Q1C,SEY9U,XXJR1,MDROR,INKBP,MY1LI,IEPPA,8DMAX,FCBZ6,TD0RD,6AAIN,9D0I2,Q7W9L,ZZL1E,V1LY6,KQH5Z,IIVNN,AHDZ1,USQ2Z,5RCYK,8LJ0G,8Y1JS,544SQ,1VLCI,UPHCP,2EINO,2J0L1,0OGBZ,YMN18
35,CV0YM,2,KE39L,14,U6RGR,782CD,V1LVT,ZIC8C,MGTCN,59,66,5,RZ5W1,<=50K,DU4TX,EWZCR,JBH54,KCZOE,1OKKH,WT81N,N9IBF,DBPXL,IPYEZ,5U3A4,NBUXT,ZPK9F,Z8PRW,PKYIY,JCK9N,I5HUP,RD6SZ,F04GT,RZZ20,QZG81,JVT3S,HR04W,4ZSGC,0UFW6,Q6OO6,I6N63,LUHV5,G4DI1,EFPOO,GE957,NOQMP,PO85Y,403NY,HXG3O,XVHN5,TGS2I,GK62A,FZ1ZA,2L52M,XIUA0,0LJUK,MFRB4,UOJMC,G2HQO,QEHCM,FSKAT,5WC4O,OCKUI,PB56C,51ULR,H4JMC,DL2TL,J0UTQ,SJNJK,9ZMB9,L7Q4O,9IAL6,BG2YV,GCMO4,R2O50,PG4TW,JJQ8J,798M6,4D7XT,V7HZZ,WY92P,N84VT,HDJY0,4ET0T,AA4S3,IVYFT,E2UQ4,X8QAC,YC0J1,4Z25N,JCRAK,7K1V8,9PDQ6,9CB42,TW4DW,NGVEH,5HBN0,JK7CZ,OIG97,I8MBV
81,LP224,44,R7LUA,61,6R44G,EM4AW,1U9TY,G4PEA,EPADI,4,50,33,84PET,>50K,YJDBR,V3QSL,EMGXJ,WOSAY,J03A9,PZQXT,3RKAJ,EEA1F,QHGIT,VSUDX,01NLV,BUMQD,UH96H,EXGCT,VAQ8Q,P1316,TGYMC,ZLELF,DQA39,Y5M7Y,BNGHH,8DFG2,9QCF3,A3V7N,X9TB8,VENBZ,7KFHF,XJDCP,XK3U8,UTDZJ,6ULHI,LZMDJ,3XCPZ,1KL9J,835W9,0WF1B,DKB3K,9PZBO,6UI8D,I86TT,APW90,3PO87,C3A4N,SPHB3,RRM62,IOGSU,FS5RL,2EGN4,YHNTP,ODNIW,ZUJJG,I3NU4,RG49Z,SJNJK,GT6AW,MAT56,ZNVSD,1AGD3,CXYKF,MYPH6,U3MMO,1A3JZ,Q5XY9,COYA9,XFVTT,45I0F,59Z23,4KLTL,S7O34,REN5P,Z3GRF,L7952,9RUNH,OM9S7,MFDPF,FK79K,FBP0R,QKLIN,65QKJ,MHTHI,3H0V5,U7QTY,GO4IW,6JY7C,5IH9O
10,QK3SZ,55,H6KJ8,58,YQ5OZ,UOU91,C4VFY,E8P6E,IQAKQ,18,65,77,73CDC,<=50K,S1P4C,ZC73H,N1213,INREH,TWD1Z,3UPX7,MHEP9,6VOA2,4579T,PUIUY,23Q6L,D87F5,000R9,AZWEN,Q6NXY,86ZPD,Z0PBF,PK2AI,LWG26,2TU45,1OR26,F8PFE,BAW0U,Q1X59,5YXOO,PEDBD,XDGAZ,ZP2EF,YUFEB,AGZ3E,LJVAM,ARZWM,BO17R,M6KT3,ANG1H,O1V4K,IE6YH,RL045,ITMH4,F4GHV,LDMAT,AU25O,1YWHY,Q5M8R,UA2DD,IL10M,JQK8M,NNXYY,K8FGF,5LLWY,G57QT,F3VUF,0XCD9,00HWU,Z1MWS,DN2BG,9K9P1,TZIDU,PORY6,ZPNPQ,2WWVT,BTQ43,O1GQN,U3ZBP,J7IVR,W8KYN,PSUOI,NWUQL,HUDTY,TTKD8,2I5ZM,R4H04,OD60Q,7BJNE,FSJXZ,9HUW7,GLZ1Z,I74B4,NBP0I,SRJPV,600XE,G32VK,YKSQ0,H6SN3,J939H
28,BFRL1,44,Q4NN3,93,YJJ2B,LICIX,EADJH,ODUXQ,Y48KD,7,71,14,QCC6H,<=50K,RIVIJ,N1RSZ,SPJQK,79VVR,EEUWY,D7YAR,4H4XD,LL27Z,RCF2K,17MBC,WP8YN,LA1SA,OBMPB,VU7ME,KSXI9,4D53X,8SG1I,I303I,9BWH5,0CAN2,FFCEW,LQBRA,4NBFW,41HHR,QRKE0,IIABO,C7FEO,DJ8OK,56E4T,LMDNJ,K3A8U,3N3WB,PWWRC,4EIVX,XRNNJ,CP296,VPMBZ,JOJGS,8LY0B,XEJQL,AVYHJ,K5H1S,W03NO,P8CX1,K2T83,PXQW7,BB7GG,CJIH7,HVS17,THV2W,5LPPS,1L8XQ,IM6P8,E736F,YMSTN,98KE4,RGR3N,ANFMX,R7ZZW,9NFSD,QK7YW,I2UOR,H2KGW,XGHGX,O17YR,EJVRG,A75DK,I5P87,JKJXM,2OSJ6,N91CK,8AE5K,AT6YC,34ZAS,ESCMW,S0F9L,CZNPB,26ZB3,1WEWG,00BBN,DJ8GV,OZQZE,7UAX2,W9S6Y,Q38XP
22,LP224,1,EXYUI,96,8G1OK,3ET35,0VB5T,X95JC,HX9P2,70,64,46,JN542,<=50K,10E97,GDZXT,LXYH3,LESW4,MQ4DD,NQF5L,EHS5W,DATFY,CQMVV,109ZY,S2EXF,W09NU,9T7TY,PENQW,9E18M,22ZHE,1MF7O,X17DA,YO6SB,EBL51,7DOW3,FD2WI,PXWVC,SNUG0,NPNPG,C6JI8,X7KPU,3VQAE,GWO5B,47M6P,HWHHH,AA28G,A14LR,FYHP9,ANG1H,XQN1P,8NASJ,FYAR0,UUM0O,AN3OZ,1T7P6,6SB2B,0B4YO,TA2PD,K4D5Z,G3OL2,E2743,1MBT3,64D0O,VNJUL,WNH9J,MGYLW,DHVHC,CD5DE,DFFH8,568R0,H499Z,GRHJP,T3NH0,KP2M0,YODBK,P0D8K,1WFVW,U3ZBP,6V6GK,NSRML,WGUZ6,TXERI,WA74O,E6N3T,TXE5J,2O4RJ,I4PKB,B9N2Y,ZH51K,65OQS,MDPLG,CSP39,BTUM1,PJ92F,IJKLK,NYW8I,ADOHE,DT7GG,7SSCJ
80,3OGCH,31,JRGLX,5,RE09P,FCSHS,JL6O8,8B3WF,G5TCK,31,4,31,UR6ZZ,>50K,L14CE,CI56C,54NZC,QTFP0,SWX0M,1AOJM,47IMK,XROSY,PRCZI,AB0U1,S06BL,VHUJF,4G5OM,5REZR,YFXRE,GM14Z,U5PCR,9PZJG,U0QU2,D50H2,O80U0,ZNZSJ,3JN00,UKY1J,15TO4,ZI3KE,SRLHA,LM33P,9OYBC,FM59U,O9SUW,3N3WB,PSSVN,956F0,PTHTG,YK3RW,QFAZC,XMJ09,X0P6D,TXEI7,8XP8P,ZXFM3,NUP3X,5RCME,3D8BU,XSH2X,7C1L2,XM61A,7AOAC,M2EK8,8M3HJ,J9A5D,BH7AJ,GPT6I,AWV95,IRH9M,QZ3YO,XO45N,T3KLI,OVXOD,WEAGP,GDZQX,2IVSI,2RKAX,HA9FT,R91VQ,QYJ08,TJJL1,JSRCA,INDLS,XX017,2VAZM,YP02K,W46G1,THA1C,XXXUP,RZ68E,7F2GH,UPO6J,DVQ5W,2W776,5P9U7,9ONWS,1H0ND,OARP2
88,KRUT5,79,2TJDV,49,3JZ29,BLSK0,EFYO8,TPTTE,IVTPW,32,3,45,669LR,<=50K,I7OTH,E7Z8W,QF9Z0,JJUCL,DJXI1,C4Y0G,NCSFU,AQC4R,N7Q2Z,F6LZH,RW9BI,NXLGV,J4AWS,A4G8U,HDD0T,Z4PWZ,5RMVE,9PZJG,70XN2,YVT0D,0HVC9,M26DU,YXM79,VPCQI,AM3GI,NEKIW,XDGAZ,UDHNS,HT9H6,IG9YV,BQGKS,89YA6,4D7GT,3VYCE,R5VXR,JIQWQ,NBSLG,724HM,BXDXM,RL8XI,NQD9O,I6UBP,NWHGI,JGW45,UPR26,Y9G4O,CQOCJ,O9R6E,O8HMA,QDETC,4US8J,4HRCX,7OTWC,2AB68,LLLBH,7MGZ7,MNRZQ,2QZ9V,0C84B,JASRP,1RYS2,PU8S3,ZPT1T,QOWVU,405NJ,PJJP1,A35E6,YDD5F,SZYRH,KQBC9,1YG53,QL6V9,Y2FGM,UQJ7B,D7PSH,9PGAN,7K1V8,HREBL,UTEW4,M25B4,0YYHH,47OI5,24LZH,D2IIW,DPAXW
7,CBHJ1,92,J2XXT,76,XS557,J5AWP,JOXWV,AWNGY,SB1G9,56,30,57,7N8R4,>50K,0PXSH,VGM6W,SPJQK,2NBGD,MO94Q,3W292,VS9U5,AVBDT,18CA1,AYDHZ,Z4VRF,M849B,4TOQP,BD23A,2AK98,35C4Z,F9O9L,FFN39,AG696,C51Q7,SN3WA,M1YF8,BJTU8,IR8Q9,PCNT1,BZSMM,2B58J,09XAH,BOFU2,69ON8,J96JR,F2M8N,ZUXU1,ISEBB,4JH25,BFY1R,H5K04,HERI3,E4H80,N7WNB,GO40H,CLO07,JJ23M,W9MN3,XQ7F0,2LSQ5,529XB,5OX15,MQQXX,J472I,BSHQE,G5WIW,2PSQG,JT5Y0,V4HME,JAV9X,C1UX3,K0PGE,TMYO1,AEFZX,70CRC,NHSSA,PZ6ME,AQD0H,Q7EMA,J11GI,J21BK,STH7O,HUDTY,CBM1F,IZK10,OZIPM,49IU5,L25VP,S07DZ,OB4NW,3A1QZ,FM2GD,0JH33,3JZ9U,71BEW,GKW4B,BH0B5,EYF4F,LWM4K
32,PGDB4,95,3HRP5,7,JJBLG,Z9TMX,5XZDU,H8AKP,MU7CU,48,35,12,7NFR9,<=50K,EKQ99,GADT2,X2ZCA,151YA,1JJP8,J5GD2,RMO93,CG2TV,C3J1R,LZ2C2,28FX3,W76XH,BB3Z6,RSQJ7,7ELO6,07JJH,1MF7O,2SCL0,Z0UNO,QHKBQ,RUHFY,DW8SJ,Q2K2Y,09F3O,V2JYO,1I71X,EZ01Y,IMQF3,CRIBX,CA5IX,JD0KG,NP7SV,WQ4D6,BDCVD,HYAE8,EEEAE,J8CHL,97LJ6,1WQZW,C9K0G,37YF1,AMI3S,1R2SQ,4AQ7D,0358F,4IUX0,431RA,44T3N,CU6TA,2WYTK,QK6W5,7QTHJ,7VQD0,79QS2,O1VK2,ERRP5,BGBM7,0O8QG,E2DCG,AXJX2,8C7DG,O3VH4,AE6GJ,KI2YK,J7IVR,XCD4V,DZMKZ,DUAWB,SZYRH,HQHMY,KOPP1,DBLY8,3TYJU,L9C8U,GEK4A,A92DW,EVTTP,R3HT9,H2HZX,FR483,ZTUFE,VUY2L,SE1K2,2AVS0,KZGHD
12,1H50Z,78,JA6Q0,74,UD3BA,VDCNY,C4VFY,L0IX3,MUBMY,52,52,74,3GQIP,>50K,5ZG1O,F6N4A,HRQ22,VE68I,EEUWY,DS5QK,JX1TG,OOVFP,KWU8D,OYSMU,U6SX1,411SQ,PCEHT,GTSDM,66Q6D,ZIMZK,E1ZWK,LHNXR,ZS441,YNLB7,FFCEW,BMRSX,2NK2O,1FR0M,E8QPP,PEDBD,B7VQQ,S5V9C,KUL8I,V7A2L,U7FLK,S50WK,F1XLI,K417L,T4MFR,HHR0T,2HGB7,N8IYR,SPUKN,YBUX7,RZXG1,6SB2B,GWKQ4,7ZH6N,W1WVO,J1TAE,AA7H8,GR5EP,4T8H0,BOOPE,68AUL,SFHZW,NQML3,CYL46,L7DKO,AXCV2,I3KVI,CA7YJ,H7H2T,50MII,XPDOR,WT0U7,UV152,H41MC,TCSYI,J11GI,N84VT,R4INO,PD47J,4U5OQ,4GWLE,0E1LK,G2OKO,VGRM7,77FNI,USUZQ,HUGUY,RHOLM,JE14T,SRJPV,07LT8,1VYZ9,YXX76,1F35O,Z16MQ
79,J2K9Y,11,ALN7H,11,DRVFB,IVTSS,6E32R,YZ44Y,CAB69,22,90,90,WBPUN,<=50K,XHCK9,BHXZE,X8WOK,W8Z9Z,C8GNS,KOJPJ,J5L4N,6R7Y0,CL56B,5KQIL,P3C23,0KJFQ,J3I2H,35ZZD,5NZ0R,N4WS0,8WZ48,RSVBX,6AQ1V,WX6EX,03IT1,XBTPI,KLLNQ,WEYXC,43P1W,JJMIT,E0JAU,7NGX4,K82TK,CLI7T,LIXH3,Y8O95,T49KB,3VYCE,B08CO,UVUS5,F0GUA,JF4IQ,TEF78,F8OWH,XS69Z,RSQTB,B1BEU,VA4D8,SH26R,4S3JD,3DJUC,1L0P3,W4KEE,J8MR9,09XCK,4E746,2GZQX,YAEH0,VZER9,ZH3HW,0WCEY,UOOW6,DWYAI,QEZ93,4VXDE,OQA67,KDLF1,KBL0Y,2D4PN,SOE0F,PSUOI,5ZPAN,UM258,E23B9,PHGTC,B3XZV,YP02K,68DB2,AOB69,BQL1X,BD2NM,2Z6KC,TGI1M,PECB9,IUDYW,JHYOY,D48UG,HFAWV,25GTL
72,CAO3F,63,6WLAA,67,2X9FI,O4GJX,C4VFY,L2WO7,9B2MD,61,12,12,E26L5,>50K,QTK8F,ZC73H,OE34Z,WOSAY,CKFTJ,G3SOL,OCG7P,F6ZRA,7FYH4,VGYWC,YZQLL,P9VSE,250QC,7PL4D,CS7YB,7NYCT,TUFI0,8N4Q3,LMKWW,ACFU0,9YI7D,SLJPY,VBQ7X,ZHR8B,EG0ZZ,XL4MB,7DZSY,KURYN,3H30A,HXKBZ,F2X8N,Y19GF,WVHZK,9NGYA,VSLBO,QFPCG,7W5HG,U9GH5,I1HPF,HHANF,RLNIC,DPQ0O,LQ6FC,GQSKE,56XMN,ZAJ7C,QC1CW,TX1MP,H8FGQ,9B6JK,QIYXS,UJGJQ,6R1ZE,CV0FF,ZFQ57,LXM84,AS60D,FH3CQ,TMYO1,6F69L,SPNFM,KML8S,91JCO,OMVP4,5ZHT5,NL7CF,3Q7IH,KE1LO,7GAVZ,RU47F,POMR8,G7Z6W,4G8GR,34ZAS,WVGPW,9PGAN,77TU6,USVAS,JF9NY,SGEZP,9HHNI,CJH08,XVS47,FCJPO,EP9ZK
56,37POF,50,IM5NF,39,XDZT2,64M9X,JL6O8,HIX4Z,211HJ,6,13,11,4JZOA,>50K,Y1MQ1,BHXZE,CX6U0,7Z08A,LK9TY,WT81N,5C94D,ZEAPY,MNH76,WT6Q7,5VUQI,CCWYX,5R2DQ,ZYC53,1GSU3,Z0DW5,D4SU4,LK7XE,69SV7,LHLFA,S845D,KQ454,GAVOP,S58LS,AMVN6,9IOSN,NJH62,28V1Y,36KQV,79VM8,I355E,XOF2B,DWYH1,NXYF5,EP5H2,C7NIK,C5ACH,FZ0A5,IS9RO,2P98M,07OHA,8MRHW,U0E30,GISNJ,JQX7F,KGGI0,EOTDF,XR3JB,5BA4L,9PB48,HJ7MJ,D5ZKK,3PAW0,T1T2W,GFMYP,HRMCZ,AS60D,SZ5A0,G7ZCL,3S3YR,TRYY6,RI0V8,NQ53J,USK79,MYTPO,BGHI9,6DDE5,P6B1J,K5CK5,C3XSN,HS70R,D2P06,5GPE8,DBY6B,H90C0,YYNVZ,QBNM9,L16U6,1WEWG,ZGO4I,ZTON3,K1BLV,EK6CK,9FAJJ,NFJQ5
5,Z178N,8,IOLRY,68,I5M16,TPVC8,QS6J3,PVW76,MQ6VK,7,19,6,1G8VP,<=50K,WD48T,L90MB,TY5CJ,963A4,6V7YP,KRBG5,V64LE,KHSR6,GE7AN,7SPFO,ODO94,2LMKV,QDPGL,R4V4I,ZIL5F,L6CUZ,PAOO4,77XQB,7M9DL,TU5LB,9MT9S,ML7SK,47IUE,V42HU,LEDVH,GPG4B,00FES,7DUZS,W0WVS,5K5O2,BQGKS,0JLEJ,2KFOT,V5C78,6GDLC,OG6NB,WTNOC,PZY6D,MZ2TX,WHFEX,PKU7I,A6ZLX,NM704,3XPRN,JTO1T,4KGP9,KIMJA,5OX15,L8CJB,KXWYU,GSNOP,PJOLW,UYF84,IFJ7Y,7P567,YEQMU,9IAL6,E3CTW,90RS0,TOCDK,JZ9KR,SRLNO,OFWVH,83QFY,UY99J,Z9E6K,T6G8E,GS6X9,YTT6E,42YKF,VS5HX,5Q4X8,CAHHJ,Z2N17,IHQ34,EWKAR,9JJSX,EKT0J,TIPAB,ALAF3,GEKU6,XPUW6,F1L8M,MHWNL,9LF9J
22,9B2J5,10,NWZBQ,56,G95Q3,NYG0J,34CPK,OAIY6,SSK21,22,48,22,PVOPJ,<=50K,KFATW,7KA5K,OFTJF,QTFP0,G49E8,AGPX4,KIJZU,0DLI5,7J5QU,GOWGQ,T2JSZ,FYVTH,SAJ2P,L84XG,J9F1J,VX7NV,PFBWT,XYLL1,ZP89B,NDG3O,L9CUT,2IDSI,B3GCZ,K3RYT,X0444,MXSYM,T8NZF,8HUPS,D8ALQ,NJQXZ,NNVGD,IA7HK,W5ZSY,9PURY,4JH25,D4ZPR,2HGB7,C3URS,HPP0Q,D08XF,WXG1V,CVGL4,QXNE7,Z7NU4,E1K6V,1VSRT,KZDI1,6SFEF,YCGHQ,Y9VTG,89KQR,MXTCB,RSU9X,FOK0W,HK47V,I7N63,GOBZI,Z06TA,2H4XD,OLTIY,ABJ1Y,ERPCC,6O0OR,ZJE4P,ZL6RP,FGIJH,0GMNF,I5P87,BK568,K6XJ8,RIG7U,BCRQ0,WVZ5A,S89ZR,QTOMK,OZOXU,S2SEP,RHOLM,6RWPZ,ZGO4I,OTOCW,2PGXY,A0QV1,RHR9W,C09XE
58,FOGP7,65,C88OX,64,PUFTH,YK5GO,0WVYQ,1GBQS,TUDP6,95,44,92,MO88U,>50K,0GO5L,C414B,HRAK7,DPJI0,C18BA,5D66W,TM32K,E2L99,3H1N2,VJOWC,QZ1NY,D4AFL,XEYMS,NQ9S5,XGVG6,JD6D2,LMX7B,35K0E,SXAEU,MO2PB,S8SRS,YIXOY,QGFC2,786L2,36E58,GXSF2,Y0R4T,VZDPR,FN915,FWQ64,OLRSE,1IAW8,MXHCH,WSFKU,O8ER2,376VV,BKP9J,BZ5AJ,4LYEK,8ECKF,8MXT0,1UA8V,1TUUW,EZ1Q8,ENZD2,U6N69,HD5ZG,H8LFW,56QDE,6CV6M,MSQOD,ZN01H,9OTU2,UGBMK,49MSI,LXM84,8ZU2E,7ADG7,536DV,QWCF9,GDCEQ,JONAY,2IVSI,474O1,SRH61,4L94Y,CDLE9,44P07,A5QX1,6Y38K,04FZK,WAXG9,03171,F65TC,66L0F,XWKTH,L7FE2,9QIS1,4XNNW,DUTUK,UMWN0,XU0IV,LL0VQ,N948U,YTCH2
73,XYVWS,5,WEF71,40,M8RID,64M9X,32ULJ,180GV,G20EO,38,17,80,73CDC,<=50K,T3KOW,M55DP,2DJW1,B2VOC,60FUB,29K4F,OB8ZY,6VOA2,F8ZEN,OJQKM,6JMJQ,YVPJ6,MFQU2,6BJH0,NZYAI,YIRH6,RD6SZ,2KX17,2QPN3,YZLSZ,1UU1G,AFU47,UQT9S,UKCJL,MLRDN,9KDPR,5H7JA,6LSIX,3I3MX,SANXA,AVZOE,MGJK8,A968O,JF9V4,EGYPQ,GK57I,N6E2K,EURWG,LYRFY,XI0BX,UF4DV,1F8P1,Q5BQA,SSATL,ZZIGF,8FJSN,H6YIZ,9W5G1,TAT5M,1HYJD,N1X08,ZN01H,JDEK7,ETHXU,B3FGB,RHSKO,P46VY,5AEZG,1GU9B,NGNCZ,3SR0R,HOKXX,DF5MP,M35EP,1L7CC,AP06G,59Z23,3DWFF,VL6RS,DY0AT,SHC8R,14CH9,I5XPK,WRJKY,QG4QW,NRT1F,42ZGC,USVAS,4GI6M,L76LO,XEW84,MJ58B,XUPRS,TH0MK,04CNB
22,3FJL1,21,2QP1Z,83,C5GB3,7PPPG,MTN25,8TAG0,V9NMF,87,90,5,7N8R4,>50K,ERN98,XLBF2,LXYH3,6GR8W,V8HLD,EAFXB,LVIK5,1FHOK,GVB1M,92OHR,8AHO5,JQH5H,NSZVO,W8DOO,GDEYV,WDZRI,JPHPV,ZN4P2,SXAEU,EENP1,ICS0C,8O11H,YTSPU,6Z8L5,0REF5,1B3L0,926WK,S5V9C,6AQDF,ZVIXZ,XYTFS,5F8JV,BO17R,6S6Y1,F62ZI,N01GA,VN4AX,1BBCN,728DO,8ECKF,JPY1V,KMD26,C3A4N,1QHOS,FB0WA,84OZZ,EOTDF,9MJIS,N3CF6,JPYXA,MMC1D,YJ73L,S5ZX4,YNN1A,PQ6YR,ODROE,WPRKO,3DSAL,7Y8KI,ETSWB,UPHPJ,HWFI4,OKCTF,3R7D0,WBEE8,XCD4V,YYK23,YOENE,S2RDR,RU47F,IVYFT,AEMY5,M46HQ,G9YEF,77FNI,J0ZRH,GLZ1Z,Z5M5J,TGI1M,H06JZ,56L31,P1VFV,7TZPQ,ITV3Y,4VG82
68,Q6G6I,53,RZDZE,63,FCOHX,BLSK0,32BDO,MJQ6H,IZYX2,54,58,98,OL8E3,<=50K,0GOLM,BSV6Q,OYTTC,Q2EEM,UPKWU,5V0ZO,T2M42,IHN5H,H9I2X,PIDEQ,L4GVT,QVD96,9845F,W1DN6,1GSU3,P1316,1WMJ3,ODYSR,N8T2C,30CH1,Q3X1D,6CO8O,QGFC2,WYAAB,UXK5E,49E2D,3GAMW,LCKWX,YS7UR,3PAWH,ZKYHL,6DOXG,UJXDJ,LTANH,88RY8,H9Z8B,PCYHW,HK5Y2,U6WVE,2XAT8,AOMIK,YHYYU,GD5RN,Q0QVS,UYIZJ,YMJIF,VFUSS,LNZC6,0M2PV,O11V4,9403V,QKYZE,92YO9,5ZUFQ,TOVUS,6WXSZ,MG9VA,QNG6V,04E0T,PBUC2,A06YX,R3VFJ,7ASIZ,UX1MI,F2XBL,3RAG2,HZ1MU,4UUG1,MY7E8,HLI82,4QBUY,PO4YX,RPHX2,3DYE4,EQ26F,HI4LR,T18UZ,4DIXW,IW6Z3,GZUOX,Q2BNL,YNFE8,5JPLX,JAOEP,CRTIL
